"pr_id","pr_model_code","pr_model_name","pr_star","pr_market","pr_write_id","pr_upload_date","pr_title","pt_text","pr_url","pr_valid"
"520","A2101","iphoneXs Max","5","인터파크","b*m*****","2020-04-25","좋은가격 그리고 친절한 서비스 만족합니다","구매후 이틀정도 후 해피콜 전화가 왔었고  배송은 다음날 바로 도착하고, 개통도 도착한 당일에 바로도와주셔서 감사했습니다  요금제와 가격도 기존에 사용하던 휴대폰 하고 비슷하게 맞춰 저렴하게 구매했네요 ㅎ","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"521","A2101","iphoneXs Max","5","11번가","ach******","2018-03-16",\n,"5시 이후에 주문하여서 이틀뒤에 왔지만, 배송도 빠른 편이고 유심으로 바꿔서 사용하니 너무 잘되네요! 무엇보다도 미개봉상태로 온 것부터 푸짐한 사운품에 감동해 오자마자 상품평 남깁니다!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033197&trTypeCd=PW08&trCtgrNo=585021","N"
"522","A2101","iphoneXs Max","5","11번가","jsh****","2019-02-17",\n,"가개통제품이라 개봉제품인줄 알았는데 새제품으로 왔네요. 
만족, 만족, 만족,,,^^ 
꼭 필요한 사은품 케이스와 보호필름까지 챙겨보내주셔서 
감사합니다. 번창하세요.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"523","A2101","iphoneXs Max","5","인터파크","y*u*****","2020-03-14","빠른 도착 빠른 개통 감사합니다.","주문 당일 바로 배송되어서 다음날인 오늘 점심때 도착했네요  곧 개통 대기중입니다.   좋은 가격 빠른 배송. 친절한 해피콜까지 잘쓰겠습니다.","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"524","A2101","iphoneXs Max","5","위메프","bas*****","2018-11-10","우와 하루만에 배송이 왔구요 제가 황금손이라 양품 받은 것 같아서 넘나 좋네용ㅋㅋㅋㅋ 크기가 넘나 시원시원해서 좋습니다. 비싼...","우와 하루만에 배송이 왔구요 제가 황금손이라 양품 받은 것 같아서 넘나 좋네용ㅋㅋㅋㅋ 크기가 넘나 시원시원해서 좋습니다. 비싼데 좋아요.","https://search.shopping.naver.com/catalog/16045527823?NaPm=ct%3Dkmoboarc%7Cci%3D83327be680f2a75dc266a4ab0d34f10c2415b376%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df3441b13027669746b1ef13f66f624a4409d3d13","N"
"525","A2101","iphoneXs Max","5","11번가","kbg*****","2019-06-12",\n,"다음 날 바로 총알 배송에 공폰 저렴하게 구입했습니다.. 기존 유심 끼워 잘 작동되고 다양한 사은품도 맘에 듭니다~~ㅎㅎ","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"526","A2101","iphoneXs Max","5","스마트베이비","aks0****","2020-08-27","박스는찌그러져있었는데 저렇게포장해서 이상도없고박스도완전새박스 비닐안뜯은 배송도1일만에오고 너무좋아요 폰도마음에들어요.","박스는찌그러져있었는데 저렇게포장해서 이상도없고박스도완전새박스 비닐안뜯은 배송도1일만에오고 너무좋아요 폰도마음에들어요.","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"527","A2101","iphoneXs Max","5","인터파크","z*z*****","2020-03-19","기분좋은구매","판매자님 친절한응대 감사합니다 계통이 늦어서 계속 문의쓰고했는데 친절하게 바로 답변주셔서 좋았어요 잘쓸께요 번창하세요","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"528","A2101","iphoneXs Max","5","11번가","go9***","2019-01-10",\n,"최신꺼루 보내달랫는데 10월꺼루보내주셨네요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"529","A2101","iphoneXs Max","5","인터파크","o*l*****","2020-03-19","정말 친절합니다","배송 해피콜 모두 만족이고 깜빡하고 구매확정이 늦어버렸네요 다음에도 좋은상품 있으면 애용하겠습니다","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"530","A2101","iphoneXs Max","5","11번가","cha****","2019-01-16",\n,"배송 하루 만에 잘 받았습니다. 선물도 잘 받았고 만족합니다. 새해 복 많이 받으세요!!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"531","A2101","iphoneXs Max","3","G마켓","masi****","2019-02-15","자급제인대 통신사보다 혜택이 좋았으면 좋겠어요 ","자급제인대 통신사보다 혜택이 좋았으면 좋겠어요  가격이 좀 더 저렴하게 판매하면 좋을것같아요","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"532","A2101","iphoneXs Max","5","인터파크","k*k*****","2020-03-18","잘받고 잘개통했습니다","타이밍 잘못잡아서 남들보다 비싸게 샀지만 그래도 빠르게 잘 개통하게되어서 만족합니다 ㅋㅋ..","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"533","A2101","iphoneXs Max","5","위메프","bsy*****","2018-11-22","선약12 0플랜수능라지 할인10퍼 카드5퍼 추가 5퍼적립.3만캐쉬 개꿀로 삼. 개이득.","선약12 0플랜수능라지 할인10퍼 카드5퍼 추가 5퍼적립.3만캐쉬 개꿀로 삼. 개이득.","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"534","A2101","iphoneXs Max","5","스마트베이비","nsm9****","2020-08-15","2년 된 폰 아직도 분명히 현역입니다. Xs 이후로는 삼년 이상 쓰는게 무방할 정도","2년 된 폰 아직도 분명히 현역입니다. Xs 이후로는 삼년 이상 쓰는게 무방할 정도","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"535","A2101","iphoneXs Max","5","11번가","ojs*****","2019-04-03",\n,"최고 입니다. 구매 결정이 늦었네요. 좋은 제품 보내 주셔서 고맙습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"536","A2101","iphoneXs Max","4","위메프","ju9*****","2018-11-19","엄청 빠르게 배송오고 해피콜 직원분도 되게 친절하시네요","엄청 빠르게 배송오고 해피콜 직원분도 되게 친절하시네요덕분에 잘 바꾸고 갑니다","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"537","A2101","iphoneXs Max","5","스마트베이비","vivi****","2021-03-06","자급제폰 찾다가 샀는데 완전 만족합니다. 잘 쓸께요~!! 케이스도 좋네요^^","자급제폰 찾다가 샀는데 완전 만족합니다. 잘 쓸께요~!! 케이스도 좋네요^^","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"538","A2101","iphoneXs Max","5","위메프","abm*****","2018-11-29","반신반의하면서 주문했는데 우체국택배로 하루만에 왔어요  잘쓸게요","반신반의하면서 주문했는데 우체국택배로 하루만에 왔어요  잘쓸게요","https://search.shopping.naver.com/catalog/16045527823?NaPm=ct%3Dkmoboarc%7Cci%3D83327be680f2a75dc266a4ab0d34f10c2415b376%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df3441b13027669746b1ef13f66f624a4409d3d13","N"
"539","A2101","iphoneXs Max","5","스마트베이비","somu****","2020-08-21","퀵으로 빨리 받았어요!저렴하게 잘 구매했어요 :)감사합니다!!","퀵으로 빨리 받았어요!저렴하게 잘 구매했어요 :)감사합니다!!","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"540","A2101","iphoneXs Max","5","인터파크","g*s*****","2020-03-26","생각과는 달랐으나 결과는 좋네요","개통이 생각보다 늦긴했지만 배송자체는 빨랐고 만족스럽습니다.","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"541","A2101","iphoneXs Max","5","11번가","sol*******","2019-03-15",\n,"시제품에 배송도 빨라서 좋았어요. 적극 추천합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"542","A2101","iphoneXs Max","4","인터파크","s*j*****","2020-03-27","가성비ㅜ좋아요","가성비ㅜ좋게 잘 구매했는데 서비스는 안보내주네요 별루에요","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"543","A2101","iphoneXs Max","5","위메프","hoi*****","2019-01-06","하루안되서 빨리도착했네요","하루안되서 빨리도착했네요저렴하게 기변으로사서좋습니다","https://search.shopping.naver.com/catalog/16045527823?NaPm=ct%3Dkmoboarc%7Cci%3D83327be680f2a75dc266a4ab0d34f10c2415b376%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df3441b13027669746b1ef13f66f624a4409d3d13","N"
"544","A2101","iphoneXs Max","5","스마트베이비","dowj****","2020-10-14","새상품에 배송도 빨랐어요-!잘쓰갰습ㄴㅣ다!!^^","새상품에 배송도 빨랐어요-!잘쓰갰습ㄴㅣ다!!^^","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"545","A2101","iphoneXs Max","5","11번가","gre*******","2019-01-29",\n,"최고의 제품 너무 좋아요 잘 쓰겠읍니다","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18033185&trTypeCd=PW08&trCtgrNo=585021","N"
"546","A2101","iphoneXs Max","5","G마켓","lmg1****","2019-08-02","카메라 좋음","화질 좋네요 다만 무거울뿐 그거빼면 좋아요","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"547","A2101","iphoneXs Max","5","인터파크","o*t*****","2020-03-18","대란글에 이끌려 구입햇는데 정말 좋네요","핸드폰도 고급스럽고 이쁘고 화면도 크고 굳","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","Y"
"548","A2101","iphoneXs Max","5","스마트베이비","ssan****","2020-08-20","배송빠르고 가격도 착하고 넘 만족해요^^","배송빠르고 가격도 착하고 넘 만족해요^^","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"549","A2101","iphoneXs Max","5","G마켓","jiwo****","2019-02-14","자급폰이라고 해서 구입 결정하고 약간은 불안 했는데..","전혀 문제가 없네요^^대 만족 합니다^^","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"550","A2101","iphoneXs Max","3","GSSHOP","yum*****","2019-09-07","만족하다네요.주신사은품도 잘쓰고 있습니다","만족하다네요.주신사은품도 잘쓰고 있습니다","https://search.shopping.naver.com/catalog/15992078922?NaPm=ct%3Dkmobobj4%7Cci%3D2da12637615af4160a839e9b16585733af39db99%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dfbbe1d43cd7dd37ecaaeae4775abc9eb9d880866","N"
"551","A2101","iphoneXs Max","5","옥션","hwt1****","2019-02-15","잘 산 거 같습니다","크기도 무게도 적당해보이고 만족합니다","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","Y"
"552","A2101","iphoneXs Max","5","인터파크","h*3*****","2020-04-17","굿굿","개통은 늦었지만 엄청 친절하셨어요!!","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"553","A2101","iphoneXs Max","5","옥션","gas*****","2019-07-21","배송도 매우 빨리오고  만족합니다.","배송도 매우 빨리오고  만족합니다.","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"554","A2101","iphoneXs Max","5","신세계몰","yu******","2019-08-08","1.23E+18","1.23E+18","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"555","A2101","iphoneXs Max","5","스마트베이비","prin****","2020-09-09","감사합니다. 빠른배송 최고입니다.","감사합니다. 빠른배송 최고입니다.","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"556","A2101","iphoneXs Max","4","스마트베이비","shj8****","2020-09-27","2018년 만들어진 정품이네요!","2018년 만들어진 정품이네요!","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"557","A2101","iphoneXs Max","4","위메프","kim*****","2018-11-10","잘받았습니다","잘받았습니다빠르게와서 좋았습니다","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"558","A2101","iphoneXs Max","5","위메프","ksl*****","2018-11-18","완전 마음에 들고. 완전좋아요","완전 마음에 들고. 완전좋아요","https://search.shopping.naver.com/catalog/16045202761?NaPm=ct%3Dkmobod2o%7Cci%3Dc67344f2801a4dd8816dff2279bb64e307cf7db7%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df21a1a91b31f1a44dc538bce58197634b317f448","N"
"559","A2101","iphoneXs Max","5","스마트베이비","dlwl****","2021-03-11","정말 저렴하게 잘 샀습니다!","정말 저렴하게 잘 샀습니다!","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"560","A2101","iphoneXs Max","5","스마트베이비","natu****","2020-09-04","만족합니다 잘 쓰고 있어요","만족합니다 잘 쓰고 있어요","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"561","A2101","iphoneXs Max","5","인터파크","wjdt****","2019-08-01","잘받았습ㄴ다.","주문하고 다음날 받았어요.","https://search.shopping.naver.com/catalog/16045527823?NaPm=ct%3Dkmoboarc%7Cci%3D83327be680f2a75dc266a4ab0d34f10c2415b376%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df3441b13027669746b1ef13f66f624a4409d3d13","N"
"562","A2101","iphoneXs Max","5","스마트베이비","ksks****","2021-02-17","배송빠르고 폰도 새거에영","배송빠르고 폰도 새거에영","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"563","A2101","iphoneXs Max","5","스마트베이비","ccca****","2020-10-13","상품 이상없고 좋습니다","상품 이상없고 좋습니다","https://search.shopping.naver.com/catalog/17071494387?NaPm=ct%3Dkmobo9zk%7Cci%3Dffdbbbd21498bfce472f91a63adcadff4f8c9610%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6f95553b918a7fdf936412a2e63fa725b440548b","N"
"564","A2101","iphoneXs Max","5","위메프","vic*****","2019-01-09","빠르게 잘 왔어요:)","빠르게 잘 왔어요:)","https://search.shopping.naver.com/catalog/16045527823?NaPm=ct%3Dkmoboarc%7Cci%3D83327be680f2a75dc266a4ab0d34f10c2415b376%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Df3441b13027669746b1ef13f66f624a4409d3d13","N"
"565","A2105","iphoneXr","5","SSG닷컴","eh******","2019-07-12","늘 대리점에서 구매하다가 아이?","늘 대리점에서 구매하다가 아이폰 가격대가 너무 올라서 고민하던 중에 신세계몰에서 구매했습니다. 대리점에서 다 처리해주는 시스템에 익숙해서 괜찮을까 걱정했는데, 결론은 아주 잘한 구매인것 같습니다.배송도 매우 빨랐고, 중간에 출고하는 과정도 자세히 알려주어서 쉽게 혼자서 할수 있었습니다. 출고과정에서 사용하는 폰이 꺼지면 껐다켜면 되는 것 까지 상세히 다 알려주셔서 어려움이 없었습니다. 신세계몰에서 기본 할인에, 쿠폰 적용, 카드사 할인까지 받아서 제가 알고있는 구매방법 중에서는 가장 저렴하게 산것같습니다. 너무 저렴하게 구매해서인지 폰케이스나 사은품이 전혀 없어서 살짝 서운하기는 했네요. 아이폰이야 워낙 좋아하니 마음에 드는데 6S 에 비해서 굉장히 무거워진것 같습니다. 그리고, 지문인식이 저는 더 편했는데, 안면인식만 가능해서 그 점이 좀 불편하게 느껴지네요. 사진화질이나 이런 부분은 크게 개선 되었다고 느껴지지 않습니다. 다음에 구매할때도 신세계몰에서 구매해서 혼자 기기변경할 수있을 것 같네요. 만족스럽습니다.","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"566","A2105","iphoneXr","5","11번가","re******","2019-08-02","최고예요","아이폰XI 나온다는 소문있어서 존버할려다가 기존에쓰던폰이 액정터치가 고장이나서 급하게 XR 샀습니다. 일단 아이폰시리즈는 처음사용해봐요. 안드쓰던 버릇이 있어서 적응하는데 시간이 조금걸렸지만 지금은 너무편하네요. 안드폰처럼 만질게 많은것도아니고 조금만 정보찾아보고 하니 쉽네요.아직쓴기간이 짧아서 자세히 후기남기긴힘들겠지만 일주일 동안 만지작거리니 상상한대로 정말 좋은폰같네요.그리고 폰이 정말이뻐요. 다음에 폰바꾸는 시기가오면 계속 아이폰 시리즈로 바꿀겁니다. 너무 맘에듭니다아 그리고 어른들이나 어린이들 폰구매한다고 하면 아이폰 추천할거같아요","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","N"
"567","A2105","iphoneXr","3","11번가","pa******","2019-08-14","보통이에요","저렴하게 산건 좋으나 구매하면서 받은 스트레스.  당일 발송이라 하면서 당일 발송 안하고 다음날 발송. 다음날 저녁 8시 30분에 도착. 급해 죽겠는데 당일 발송이라고 하질 말던가.      2. 뒷번호 신청한게 엄연히 있는데 무시하고 다른 번호로 개통 진행. 번호 안돼면                             말이라도 해주던가. 멋대로 개통해서 보냄. 대기업 SK라고 해도 업무처리는 삼성에 비하면 50점 수준.","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","N"
"568","A2105","iphoneXr","5","11번가","em******","2019-08-05","최고예요","워낙 기존에 사용하던 요금제가 낮아 일반 대리점에서 기기변경하는데 있어 전혀 할인 받을 수 없었습니다.(선택가능한 색상도 없고..) 애플스토어에서 사야하나 포기하고 있을때 11번가에서 할인에 카드할인까지 가능하다는 것을 알게 되었고 냉큼 구매 하였습니다. SKT기기변경에 있어 가장 저렴하게 한것 같고 배송,기본 케이스, 깅화유리까지 챙겨받았는데 생각외로 좋습니다. 정품 케이스까지 배송된다하니 더할나위없이 좋네요^^","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","Y"
"569","A2105","iphoneXr","4","11번가","aa******","2019-09-03","좋아요","개통은 진짜  기존 유심만 바꿔끼면 되는 거였기 때문에 엄청 밤이었음에도 불구하고 바로 개통되서 너무너무 편했어요!! 그리고 갤럭시에서 아이폰으로 처음 바꿨는데 아이폰이 좋긴좋아요!! 진짜 적응하면 더 편할 것같아요!! 배송도 핸드폰 치고 빨리왔고 투명케이스 왔는데 필름이 안와서 하루동안 그냥 비닐끼고 사용하다가 다음날 대리점가서 강화유리 붙였어요!! 아이폰이 좋긴 좋습니다 흰색 너무 예뻐융!!","https://search.shopping.naver.com/catalog/16041803490?NaPm=ct%3Dkmobohpc%7Cci%3D63f0a3e367d097a24668a8f3b3309cb4beddbd36%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D23e87cb2dab3ee945de5df55959b455a9afa5951","Y"
"570","A2105","iphoneXr","5","11번가","do******","2019-08-07","최고예요","핸드폰 액정이 파손되서 대리점을 갔더니 이 모델이 지금 없어서 며칠 걸린다 하더라구여티다이렉트샵은 정가구매에 카드결제가 안？榮쨉？혹시나 하고 11번가 검색해봤더니 오잉!! 가격도 싸고 티멤버십할인, 카드 할인도 되네요카드무이자로 구매하니 핸드폰 할부이자도 안내고일석삼조네요게다가 아침에 주문하고 오후에 받아서 대리점보다 빨리 받을수 있었어요앞으론 11번가 핸폰샵만 이용하게 될것 같아요","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","Y"
"571","A2105","iphoneXr","5","11번가","wo******","2019-07-30","최고예요","4년동안 사용하던 아이폰6 마이크가 고장나서 급하게 구입한 제품입니다. 24개월 약정 할부보다는 신용카드 무이자 할부가 더 저렴해 쿠폰받아 82만원대에 구입했습니다.  10년간 아이폰만사용해서 삼성폰으로 바꾸는것이 쉽지만은 않더라구요.우선은 기존에 쓰던 폰보다는 큰것이 장점이지만 그만큼의 무게가 더 나가는것은 어떨 수가 없네요.그래도 속도도 빠르고 폰도 예뻐서 만족합니다.","https://search.shopping.naver.com/catalog/16045915885?NaPm=ct%3Dkmobogxk%7Cci%3Dc02246d7701d20504771097ae11346f2ba26fc4b%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dcca682fefdf01279760f3fb904853c768980fdce","Y"
"572","A2105","iphoneXr",\n,"11번가","gus****","2019-07-23",\n,"타지역으로 오배송되어서 일주일만에 받았는데, 액정필름 방탄도 아니고 기본 필름2개 만 왔고 젤리케이스 기본그냥 왔네요 서비스 준다길래 방탄 필름이라도 주는줄 알았는데 
 
제품 받지도않았는데 계속 구매확정해라고 자동문자 계속 보내고 제품 늦어지는 동안에도 몇번이나두세번 이나 받았네요.. 오배송되서 더 짱나는데 문자 계속 더 짱나고 서비스도 별로고 휴 그랬네요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18070214&trTypeCd=PW08&trCtgrNo=585021","N"
